,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,duration1,log_duration,pdays1,log_pdays
36190,38,management,married,university.degree,no,yes,no,cellular,may,wed,187,2,2,1,success,-1.8,92.893,-46.2,1.27,5099.1,yes,187,5.23110861685459,2,0.693147180559945
37039,33,admin.,married,high.school,no,no,no,telephone,jul,tue,257,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,yes,257,5.54907608489522,999,6.90675477864855
41118,29,technician,single,professional.course,no,no,no,cellular,nov,tue,449,2,1,1,success,-1.1,94.767,-50.8,1.046,4963.6,yes,449,6.10702288774225,1,0
26360,32,unemployed,married,high.school,no,yes,no,cellular,nov,thu,728,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes,728,6.59030104819669,999,6.90675477864855
18053,55,entrepreneur,single,unknown,unknown,no,no,telephone,jul,wed,542,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,542,6.29526600143965,999,6.90675477864855
17378,44,blue-collar,single,high.school,unknown,no,no,cellular,jul,mon,699,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,699,6.54965074223381,999,6.90675477864855
29748,25,self-employed,divorced,university.degree,no,no,no,cellular,apr,mon,241,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,241,5.48479693349065,999,6.90675477864855
17383,55,admin.,married,high.school,no,yes,no,cellular,jul,mon,700,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,700,6.5510803350434,999,6.90675477864855
13621,57,management,married,basic.4y,unknown,no,yes,cellular,jul,thu,584,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,584,6.36990098282823,999,6.90675477864855
38800,38,admin.,married,university.degree,no,no,no,telephone,nov,thu,411,4,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes,411,6.01859321449623,999,6.90675477864855
30008,64,retired,married,university.degree,no,no,no,cellular,apr,tue,157,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,157,5.05624580534831,999,6.90675477864855
33295,43,technician,married,university.degree,unknown,unknown,unknown,cellular,may,tue,426,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,yes,426,6.05443934626937,999,6.90675477864855
2422,30,technician,married,university.degree,no,yes,no,telephone,may,tue,683,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes,683,6.52649485957079,999,6.90675477864855
22325,33,admin.,single,university.degree,no,yes,no,cellular,aug,thu,686,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,686,6.53087762772588,999,6.90675477864855
39029,64,housemaid,married,basic.4y,no,no,no,cellular,dec,thu,232,1,999,0,nonexistent,-3,92.713,-33,0.714,5023.5,yes,232,5.44673737166631,999,6.90675477864855
20912,36,self-employed,married,basic.9y,unknown,yes,yes,cellular,aug,thu,593,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,593,6.38519439899773,999,6.90675477864855
4636,49,housemaid,married,basic.4y,unknown,no,yes,telephone,may,wed,801,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes,801,6.68586094706836,999,6.90675477864855
5348,32,admin.,single,university.degree,no,no,no,telephone,may,fri,588,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes,588,6.37672694789863,999,6.90675477864855
27420,56,retired,married,basic.4y,no,yes,no,cellular,nov,fri,481,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes,481,6.17586727010576,999,6.90675477864855
10255,37,management,married,university.degree,no,no,no,telephone,jun,mon,1323,9,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes,1323,7.18765716411496,999,6.90675477864855
39746,36,admin.,married,university.degree,no,yes,yes,cellular,may,thu,1178,1,6,2,success,-1.8,93.876,-40,0.699,5008.7,yes,1178,7.07157336421153,6,1.79175946922805
30351,41,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,811,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,811,6.69826805411541,999,6.90675477864855
38557,72,retired,married,basic.6y,no,yes,yes,cellular,oct,thu,189,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,189,5.24174701505964,999,6.90675477864855
36612,30,admin.,married,university.degree,no,yes,no,cellular,jun,thu,96,2,4,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes,96,4.56434819146784,4,1.38629436111989
39638,58,admin.,married,high.school,no,yes,no,cellular,may,wed,309,1,6,1,success,-1.8,93.876,-40,0.682,5008.7,yes,309,5.73334127689775,6,1.79175946922805
39315,34,admin.,single,university.degree,no,yes,no,cellular,mar,thu,910,2,6,3,success,-1.8,93.369,-34.8,0.643,5008.7,yes,910,6.8134445995109,6,1.79175946922805
16923,55,unknown,married,basic.4y,no,yes,no,cellular,jul,thu,1298,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,1298,7.16857989726403,999,6.90675477864855
32729,27,technician,single,basic.9y,no,no,yes,cellular,may,mon,701,1,12,1,success,-1.8,92.893,-46.2,1.299,5099.1,yes,701,6.55250788703459,12,2.484906649788
27974,33,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed,351,3,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,yes,351,5.86078622346587,999,6.90675477864855
27931,73,retired,married,university.degree,no,yes,no,cellular,mar,fri,179,1,999,0,nonexistent,-1.8,92.843,-50,1.531,5099.1,yes,179,5.18738580584075,999,6.90675477864855
34213,38,self-employed,married,basic.9y,no,no,no,cellular,may,wed,1130,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes,1130,7.02997291170639,999,6.90675477864855
39906,36,management,married,university.degree,no,no,no,cellular,jun,tue,867,1,3,2,success,-1.7,94.055,-39.8,0.737,4991.6,yes,867,6.76503897678054,3,1.09861228866811
26939,33,management,single,university.degree,no,no,no,cellular,nov,thu,2420,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes,2420,7.79152281915073,999,6.90675477864855
40242,31,student,single,university.degree,no,yes,yes,cellular,jul,fri,350,2,999,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,yes,350,5.85793315448346,999,6.90675477864855
38320,33,admin.,single,university.degree,no,yes,no,telephone,oct,thu,166,3,6,2,success,-3.4,92.431,-26.9,0.74,5017.5,yes,166,5.11198778835654,6,1.79175946922805
22905,30,technician,divorced,university.degree,no,no,no,cellular,aug,mon,731,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,731,6.59441345974978,999,6.90675477864855
36093,26,blue-collar,single,university.degree,no,yes,no,cellular,may,tue,139,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,139,4.93447393313069,999,6.90675477864855
37282,37,technician,married,university.degree,no,yes,no,cellular,aug,mon,187,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,yes,187,5.23110861685459,4,1.38629436111989
36135,50,admin.,divorced,university.degree,no,yes,yes,cellular,may,wed,155,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes,155,5.04342511691925,999,6.90675477864855
41089,18,student,single,basic.4y,no,yes,no,telephone,nov,tue,394,1,13,2,success,-1.1,94.767,-50.8,1.049,4963.6,yes,394,5.97635090929793,13,2.56494935746154
33819,39,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,may,wed,333,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes,333,5.80814248998044,999,6.90675477864855
16155,26,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,tue,1833,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes,1833,7.5137092478397,999,6.90675477864855
39491,57,housemaid,married,basic.4y,no,no,no,cellular,apr,wed,224,2,6,1,success,-1.8,93.749,-34.6,0.642,5008.7,yes,224,5.41164605185504,6,1.79175946922805
27731,28,student,single,basic.9y,no,yes,no,cellular,mar,tue,156,1,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,yes,156,5.04985600724954,999,6.90675477864855
36492,28,student,single,high.school,no,yes,no,cellular,jun,wed,296,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,296,5.69035945432406,999,6.90675477864855
30185,31,admin.,single,high.school,no,no,no,cellular,apr,thu,252,1,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes,252,5.52942908751142,5,1.6094379124341
39535,29,services,single,high.school,no,no,no,telephone,apr,tue,370,1,999,0,nonexistent,-1.8,93.749,-34.6,0.646,5008.7,yes,370,5.91350300563827,999,6.90675477864855
36716,45,admin.,married,unknown,no,no,no,cellular,jun,fri,438,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes,438,6.08221891037645,999,6.90675477864855
38235,42,management,single,university.degree,no,no,no,cellular,oct,fri,1106,2,999,0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,yes,1106,7.00850518208228,999,6.90675477864855
38697,22,student,single,professional.course,no,no,no,cellular,nov,mon,113,3,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes,113,4.72738781871234,999,6.90675477864855
27783,31,blue-collar,single,high.school,no,yes,no,cellular,mar,tue,272,1,999,0,nonexistent,-1.8,92.843,-50,1.687,5099.1,yes,272,5.605802066296,999,6.90675477864855
31122,30,blue-collar,divorced,high.school,unknown,no,no,cellular,may,wed,848,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,yes,848,6.7428806357919,999,6.90675477864855
38886,34,self-employed,single,university.degree,no,no,yes,telephone,nov,tue,85,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes,85,4.44265125649032,999,6.90675477864855
30628,24,technician,single,high.school,no,yes,no,cellular,may,mon,841,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes,841,6.73459165997295,999,6.90675477864855
25722,36,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,911,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes,911,6.81454289725996,999,6.90675477864855
9573,26,student,single,high.school,no,no,no,telephone,jun,mon,901,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,901,6.80350525760834,999,6.90675477864855
37123,61,retired,married,professional.course,no,no,no,cellular,aug,tue,219,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,yes,219,5.3890717298165,999,6.90675477864855
37738,61,retired,married,basic.4y,no,yes,yes,cellular,aug,fri,374,1,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,yes,374,5.92425579741453,999,6.90675477864855
19401,37,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,739,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes,739,6.6052979209482,999,6.90675477864855
28215,19,student,single,basic.9y,no,yes,no,cellular,apr,tue,299,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,yes,299,5.70044357339069,999,6.90675477864855
15479,24,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,659,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,659,6.49072353450251,999,6.90675477864855
21275,54,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,956,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,956,6.8627579130514,999,6.90675477864855
33492,39,admin.,married,university.degree,no,no,no,cellular,may,tue,614,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes,614,6.41999492814714,999,6.90675477864855
37835,31,admin.,single,university.degree,no,no,no,cellular,aug,thu,81,1,3,1,success,-2.9,92.201,-31.4,0.829,5076.2,yes,81,4.39444915467244,3,1.09861228866811
38820,52,technician,married,professional.course,no,yes,no,cellular,nov,fri,495,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes,495,6.20455776256869,3,1.09861228866811
40173,31,admin.,single,university.degree,no,yes,no,cellular,jul,fri,815,2,13,2,success,-1.7,94.215,-40.3,0.861,4991.6,yes,815,6.70318811324086,13,2.56494935746154
23478,41,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,583,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,yes,583,6.36818718635049,999,6.90675477864855
40118,83,retired,married,university.degree,no,yes,no,cellular,jul,tue,178,1,6,2,success,-1.7,94.215,-40.3,0.835,4991.6,yes,178,5.18178355029209,6,1.79175946922805
27152,40,management,married,university.degree,no,yes,yes,cellular,nov,fri,957,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,yes,957,6.86380339145295,999,6.90675477864855
10158,43,entrepreneur,married,high.school,no,no,no,telephone,jun,thu,1141,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,1141,7.03966034986208,999,6.90675477864855
36487,40,management,divorced,university.degree,no,yes,no,cellular,jun,wed,117,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,117,4.76217393479776,999,6.90675477864855
39913,36,blue-collar,single,high.school,no,yes,yes,cellular,jun,wed,342,2,3,1,success,-1.7,94.055,-39.8,0.739,4991.6,yes,342,5.8348107370626,3,1.09861228866811
36230,35,blue-collar,single,professional.course,no,yes,no,cellular,jun,mon,264,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes,264,5.57594910314632,999,6.90675477864855
39559,36,blue-collar,married,unknown,no,no,no,cellular,apr,fri,315,1,6,1,success,-1.8,93.749,-34.6,0.663,5008.7,yes,315,5.75257263882563,6,1.79175946922805
35018,30,entrepreneur,married,high.school,no,yes,yes,cellular,may,fri,485,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,485,6.18414889093748,999,6.90675477864855
32791,27,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,653,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes,653,6.48157712927643,999,6.90675477864855
24069,32,technician,married,professional.course,no,yes,no,telephone,nov,tue,399,1,999,0,nonexistent,-0.1,93.2,-42,4.7,5195.8,yes,399,5.98896141688986,999,6.90675477864855
36110,41,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,253,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,253,5.53338948872752,999,6.90675477864855
30284,56,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,457,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes,457,6.12468339089421,2,0.693147180559945
36976,32,self-employed,single,university.degree,no,no,no,cellular,jul,thu,276,2,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes,276,5.62040086571715,999,6.90675477864855
3396,51,management,married,university.degree,unknown,no,yes,telephone,may,thu,1156,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,yes,1156,7.05272104923232,999,6.90675477864855
34602,31,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,191,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,yes,191,5.25227342804663,999,6.90675477864855
36251,28,admin.,single,university.degree,no,no,no,cellular,jun,mon,69,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,yes,69,4.23410650459726,999,6.90675477864855
40700,23,student,single,basic.9y,no,yes,yes,cellular,sep,mon,218,3,6,2,success,-1.1,94.199,-37.5,0.879,4963.6,yes,218,5.38449506278909,6,1.79175946922805
37560,54,admin.,married,university.degree,no,yes,no,cellular,aug,fri,326,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,yes,326,5.78689738136671,999,6.90675477864855
39198,41,admin.,divorced,university.degree,no,yes,no,cellular,mar,fri,376,2,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,yes,376,5.92958914338989,999,6.90675477864855
38650,47,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,181,4,6,1,success,-3.4,92.649,-30.1,0.72,5017.5,yes,181,5.19849703126583,6,1.79175946922805
35182,29,unemployed,married,university.degree,no,yes,no,cellular,may,fri,317,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,317,5.75890177387728,999,6.90675477864855
23016,49,admin.,married,university.degree,no,no,no,cellular,aug,tue,958,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,958,6.86484777797086,999,6.90675477864855
4721,55,technician,married,basic.9y,unknown,yes,no,telephone,may,wed,958,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes,958,6.86484777797086,999,6.90675477864855
30278,39,technician,married,professional.course,no,yes,no,cellular,apr,thu,423,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,423,6.04737217904628,999,6.90675477864855
15358,35,admin.,single,university.degree,no,no,no,cellular,jul,fri,536,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,536,6.2841341610708,999,6.90675477864855
21101,30,admin.,married,university.degree,no,yes,no,cellular,aug,mon,618,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,618,6.42648845745769,999,6.90675477864855
37266,43,admin.,single,high.school,no,yes,no,cellular,aug,fri,231,3,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,231,5.44241771052179,999,6.90675477864855
37386,27,admin.,single,university.degree,no,yes,no,cellular,aug,wed,429,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes,429,6.06145691892802,999,6.90675477864855
39900,30,admin.,married,high.school,no,yes,no,cellular,jun,fri,215,1,12,1,success,-1.7,94.055,-39.8,0.732,4991.6,yes,215,5.37063802812766,12,2.484906649788
22784,60,retired,married,unknown,no,yes,no,cellular,aug,mon,600,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,600,6.39692965521615,999,6.90675477864855
40061,75,retired,married,university.degree,no,yes,no,cellular,jul,thu,229,1,999,2,failure,-1.7,94.215,-40.3,0.81,4991.6,yes,229,5.43372200355424,999,6.90675477864855
39541,33,admin.,married,university.degree,no,yes,no,cellular,apr,wed,623,1,6,1,success,-1.8,93.749,-34.6,0.654,5008.7,yes,623,6.43454651878745,6,1.79175946922805
3577,45,technician,married,university.degree,no,yes,no,telephone,may,fri,1143,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,yes,1143,7.04141166379481,999,6.90675477864855
39926,44,self-employed,divorced,professional.course,no,yes,no,cellular,jun,thu,310,1,999,0,nonexistent,-1.7,94.055,-39.8,0.742,4991.6,yes,310,5.73657229747919,999,6.90675477864855
39387,64,retired,married,basic.4y,no,yes,no,cellular,mar,wed,262,2,999,0,nonexistent,-1.8,93.369,-34.8,0.634,5008.7,yes,262,5.5683445037611,999,6.90675477864855
38839,40,technician,single,university.degree,no,no,no,cellular,nov,mon,130,1,7,2,failure,-3.4,92.649,-30.1,0.714,5017.5,yes,130,4.86753445045558,7,1.94591014905531
40098,35,technician,single,professional.course,no,no,no,cellular,jul,mon,562,4,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,yes,562,6.33150184989369,999,6.90675477864855
30405,31,admin.,single,university.degree,no,yes,no,cellular,apr,thu,370,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,370,5.91350300563827,999,6.90675477864855
40568,37,admin.,married,university.degree,no,no,no,cellular,sep,wed,265,2,6,2,success,-1.1,94.199,-37.5,0.886,4963.6,yes,265,5.57972982598622,6,1.79175946922805
39649,60,admin.,married,unknown,no,yes,no,cellular,may,wed,762,1,6,2,success,-1.8,93.876,-40,0.682,5008.7,yes,762,6.63594655568665,6,1.79175946922805
14730,59,retired,married,university.degree,unknown,no,no,cellular,jul,wed,767,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,767,6.64248680136726,999,6.90675477864855
30942,41,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,894,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes,894,6.79570577517351,999,6.90675477864855
41166,38,housemaid,divorced,university.degree,no,no,no,cellular,nov,wed,403,2,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,yes,403,5.99893656194668,999,6.90675477864855
39912,36,admin.,single,university.degree,no,no,no,cellular,jun,wed,706,1,7,1,success,-1.7,94.055,-39.8,0.739,4991.6,yes,706,6.55961523749324,7,1.94591014905531
39942,23,student,single,basic.6y,no,no,no,cellular,jun,fri,276,1,14,1,success,-1.7,94.055,-39.8,0.748,4991.6,yes,276,5.62040086571715,14,2.63905732961526
6532,34,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,1479,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes,1479,7.2991214627108,999,6.90675477864855
37801,63,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,479,1,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,yes,479,6.17170059741091,999,6.90675477864855
23159,57,retired,married,basic.9y,no,yes,yes,cellular,aug,tue,1223,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,1223,7.10906213568717,999,6.90675477864855
37194,74,retired,married,high.school,no,yes,no,cellular,aug,thu,1452,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,yes,1452,7.28069719538474,999,6.90675477864855
13586,26,technician,married,professional.course,no,yes,no,cellular,jul,thu,804,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,804,6.68959926917897,999,6.90675477864855
36946,61,admin.,married,university.degree,no,yes,yes,telephone,jul,wed,261,4,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,yes,261,5.56452040732269,999,6.90675477864855
